Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
1993,M,M,M,M,M,M,M,M,M,M,M,M,M
1994,M,M,M,M,M,M,M,M,M,M,M,M,M
1995,M,M,M,M,M,M,M,M,M,M,M,M,M
1996,M,M,M,M,M,M,M,M,M,M,M,M,M
1997,M,M,M,M,M,M,M,M,M,M,M,M,M
1998,M,M,M,M,M,M,M,M,M,M,M,M,M
1999,M,M,M,M,M,M,M,M,M,M,M,M,M
2000,M,M,M,M,M,M,M,M,M,M,M,M,M
2001,M,M,M,M,M,M,M,M,M,M,M,M,M
2002,M,M,M,M,M,M,M,M,M,M,M,M,M
2003,M,M,M,M,M,M,M,M,M,M,M,M,M
2004,M,M,M,M,M,M,M,M,M,M,M,M,M
2005,M,M,M,M,M,M,M,M,M,M,M,M,M
2006,M,M,M,M,M,M,M,M,M,M,M,M,M
2007,M,M,M,M,M,M,M,M,M,M,M,M,M
2008,M,M,M,52,58.1,68.4,67.7,66.5,63.3,50.5,40.1,38.7,56.1
2009,30,34.3,43.3,50.6,59.2,67.1,65.3,67.7,61.8,51.7,46.7,32.8,50.9
2010,26.8,25.9,39.3,56,62.4,69.7,71.5,70.9,65.1,54.3,45.4,23.9,50.9
2011,28.1,37.9,43.1,54.7,59.3,68.2,71.1,68.9,62.6,51.4,46.8,40,52.7
2012,36,38.5,52.4,52.5,62.5,65,71.3,67.2,62.2,51.2,40.9,40.5,53.4
2013,37,32.6,33.4,51.1,57.6,66.5,68.9,67.2,62.5,53.7,40.1,38.6,50.8
2014,25.4,35.5,39.5,53.4,61.2,68.1,66.9,66.8,64.2,54.3,37.6,40.8,51.1
2015,31.5,25.6,44,53.1,62.5,69.5,70.4,68.5,64.4,54.7,48.2,49.3,53.5
2016,30.3,34.1,49,52,58.1,68.5,72,71.8,68.5,57.8,48.6,37.9,54.1
2017,39.7,42.6,42.9,57,60.5,66,71.2,68.2,63,56.3,46.4,36,54.2
2018,28.1,46.1,38.9,47.3,66.2,69.7,70.4,69.7,69.7,55.6,40.4,38.1,53.4
2019,32.5,41.7,40.5,53.2,64.8,65.4,70.4,68.6,69.4,58.1,40.5,41.1,53.9
2020,37.7,37.8,48.5,48.6,55.7,65.6,71.9,69.5,62.6,56.5,48.4,34.4,53.1
2021,32.9,34.4,46.9,50.6,57.9,66.4,69.8,70.4,63.1,57.6,41.2,46.2,53.1
2022,30.5,38.2,45.6,51.2,62.3,68,71.7,68.8,61.9,50.5,45.6,33.9,52.4
