Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
1993,M,M,M,M,M,M,M,M,M,M,M,M,M
1994,M,M,M,M,M,M,M,M,M,M,M,M,M
1995,M,M,M,M,M,M,M,M,M,M,M,M,M
1996,M,M,M,M,M,M,M,M,M,M,M,M,M
1997,M,M,M,M,M,M,M,M,M,M,M,M,M
1998,M,M,M,M,M,M,M,M,M,M,M,M,M
1999,M,M,M,M,M,M,M,M,M,M,M,M,M
2000,M,M,M,M,M,M,M,M,M,M,M,M,M
2001,M,M,M,M,M,M,M,M,M,M,M,M,M
2002,M,M,M,M,M,M,M,M,M,M,M,M,M
2003,M,M,M,M,M,M,M,M,M,M,M,M,M
2004,M,M,M,M,M,M,M,M,M,M,M,M,M
2005,M,M,M,M,M,M,M,M,M,M,M,M,M
2006,M,M,M,M,M,M,M,M,M,M,M,M,M
2007,M,M,M,M,M,M,M,M,M,M,M,M,M
2008,M,M,M,M,M,M,M,M,M,M,M,M,M
2009,M,M,M,M,M,M,M,M,M,M,M,M,M
2010,M,M,M,M,M,M,M,M,M,M,M,M,M
2011,36.8,46.5,52.7,63.9,70,79.5,82.5,79.6,73.2,M,54.2,48.2,62.5
2012,M,47.3,58.9,59.9,71,M,M,76.5,70.8,60.8,47.6,48.9,60.2
2013,45.3,42.9,45.2,60,M,75.2,78.5,75.9,70.2,61.4,49.6,48,59.3
2014,37.8,44.3,45.9,60.9,70.5,76.3,76.9,74.9,72.3,62.5,47.3,45.9,59.6
2015,41.2,36,51.6,61.4,69.1,M,M,M,M,M,M,M,51.9
2016,M,M,58,59.3,69.2,77.8,82.7,M,79.5,65.9,52.8,46.7,65.8
2017,46.6,52.6,52,64.9,72.4,M,M,M,72.6,M,M,44.4,57.9
2018,36,M,M,59,72.8,78.3,77.5,77.5,M,M,49.1,44.9,61.9
2019,42.6,46.3,M,61.5,73.1,75.8,M,77.8,M,M,M,M,62.9
2020,48.9,49.5,56.1,58.4,65.6,75.6,M,M,M,64.5,55.5,42.1,57.4
2021,41.6,42.8,53.4,59.9,66.2,74.5,77.5,78.7,72,65.2,48.4,50.5,60.9
2022,39.3,47.3,53.9,59.3,68.7,74.4,79.4,76.5,70.7,58.3,54.7,43.6,60.5
