Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
1993,M,M,M,M,M,M,M,M,M,M,M,M,M
1994,M,M,M,M,M,M,M,M,M,M,M,M,M
1995,M,M,M,M,M,M,M,M,M,M,M,M,M
1996,43.8,44.1,47.5,58.6,68.5,75.2,78.2,75.5,72.7,62.5,48.4,48.6,60.3
1997,43.7,48.7,55.8,56.9,64,71.4,77.6,76.5,71.9,62.2,53,46.6,60.7
1998,49.5,50.1,53.2,60.9,70.6,79.1,81.2,79.3,76,64.7,56.2,52.7,64.5
1999,M,M,M,M,M,M,M,M,M,M,M,M,M
2000,M,M,M,M,M,M,M,M,M,M,M,M,M
2001,43.8,50,50.9,61.2,67.8,77.6,77.2,78.9,72,61.9,60,54,62.9
2002,47.7,48,56.4,65.2,68.2,76.4,80.6,79.1,76.9,67.2,52.7,45.2,63.6
2003,39.5,45.4,56.9,60.7,69.2,76.5,80,80,73.8,63.2,59.8,45,62.5
2004,40.6,43.8,53.9,61.3,72.7,77.8,80.7,77.5,75.6,64.7,55.4,46.5,62.5
2005,46.2,46.4,50.4,59.5,65.5,76.2,81.7,79.3,76.2,65.1,55.8,43.4,62.1
2006,49.5,43.8,49.8,62.2,66.1,74,78.7,78.5,70.2,61.5,55.5,50.7,61.7
2007,47.3,41.9,53.5,57.9,66.4,74.6,77,79.8,74.3,69.3,52.1,51.1,62.1
2008,44.2,49.2,53.4,61.5,66.2,77.5,78,77.2,73.9,59.7,49.8,49.5,61.7
2009,42,43.9,50.3,59.7,69.3,76.2,76.7,78.6,71.8,62.9,56.5,46.4,61.2
2010,39,39.4,50.8,60.1,69.9,79.9,78.8,78.9,74.1,62.8,51.8,35.8,60.1
2011,38.3,47.6,52.3,62.7,68.5,77.3,80.4,79.7,73.8,61.6,55.5,49.6,62.3
2012,46.8,48,59.6,59.9,71.1,72.7,80.5,77.4,72.3,63.3,49,51.1,62.6
2013,48,45,46.3,59.3,67.1,75.8,78.7,76.7,71.5,63.6,52.5,49.8,61.2
2014,39.7,45.8,48.3,61,70.4,75.4,77.3,76.8,74.6,64.5,49.9,47.6,60.9
2015,43.3,37.6,52.6,61.6,68.4,78.5,79.9,77.1,75.3,64.4,58.9,59.4,63.1
2016,42,46.1,57.1,59.3,68.1,76.7,80.8,80.7,76.5,66.1,52.7,47.6,62.8
2017,48.7,51.8,50.5,65.5,70.3,75,79.5,77.6,74.7,66.7,54.8,46,63.4
2018,39.6,55.1,48.2,58.5,72.8,79,78.9,80.1,79,66,55.4,50,63.6
2019,44.7,52,52.4,63.7,73.3,76.7,81,79.9,76.5,68.3,51.3,51.3,64.3
2020,49.8,50.5,57.6,58.7,66.4,75.4,81.7,80.7,74.8,67.6,59,46.8,64.1
2021,43.3,45.9,54.9,60.2,68.1,76.5,78.8,79.9,73.6,66.7,51.5,55.1,62.9
2022,42.3,49.7,56.2,60.8,71.3,76.6,80.9,79,73.9,61.9,58.4,45.7,63.1
