Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
1991,M,M,M,M,M,M,M,M,M,M,M,M,M
1992,M,M,M,M,M,M,M,M,M,M,M,M,M
1993,M,M,M,M,M,M,M,M,M,M,M,M,M
1994,M,M,M,M,M,M,M,M,M,M,M,M,M
1995,M,M,M,M,M,M,M,M,M,M,M,M,M
1996,M,M,M,M,M,M,M,M,M,M,M,M,M
1997,M,M,M,M,M,M,M,M,M,M,M,M,M
1998,M,M,M,M,M,M,M,M,M,M,M,M,M
1999,M,M,M,M,M,M,M,M,M,M,M,M,M
2000,M,M,M,M,M,M,M,M,M,M,M,M,M
2001,M,M,M,M,M,M,M,M,M,M,M,M,M
2002,M,M,M,M,M,M,M,M,M,M,M,M,M
2003,M,M,M,M,M,M,M,M,M,M,M,M,M
2004,M,M,M,M,M,M,M,M,M,M,M,M,M
2005,M,M,M,M,M,M,M,M,M,M,M,M,M
2006,M,M,M,M,M,M,M,M,M,M,M,M,M
2007,M,M,M,M,M,M,M,M,M,M,M,M,M
2008,M,M,M,M,M,M,M,M,M,M,M,M,M
2009,M,M,M,M,M,M,M,M,M,M,M,M,M
2010,M,M,M,M,M,M,M,M,M,M,M,M,M
2011,M,M,M,M,M,M,M,M,M,M,M,M,M
2012,M,M,M,M,M,M,M,M,M,M,M,M,M
2013,M,M,M,M,M,M,M,M,M,M,M,45,45
2014,35.5,41.8,44.8,59.3,68.4,76.3,76.6,73.7,70.1,60.5,45.4,43.5,58
2015,37,31.3,49.5,58.8,69,77.7,79,76.4,71.4,58.7,52.8,52.3,59.5
2016,35,41.2,55.7,58.5,65.4,76.1,80.8,79.6,75.3,63,51.7,41.2,60.3
2017,43.5,49.7,49.5,62.5,66.5,73.6,78.8,75.1,69.4,61.6,48.2,39.2,59.8
2018,34.3,49.3,44.5,55.4,72.1,77.2,77.6,M,75.4,60.4,45.1,42.3,57.6
2019,39.9,46,47.5,61.2,72.4,74.4,79.5,76.9,75.9,63.1,45.6,44.4,60.6
2020,44.1,45.2,54.7,56.8,62,73,80,77.2,67.8,61.1,53,40.7,59.6
2021,38.7,40.5,51.6,58.1,64.8,73.7,76.9,78.1,70.1,63.7,47.5,49.5,59.4
2022,37.2,44.6,52.3,58.8,68,74.7,79.4,M,69,57,51.3,M,59.2
