Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
1992,M,33.9,M,43,49.7,M,63.9,59.2,57.6,46.4,38.1,30.2,46.9
1993,33,26,29.3,41.8,53.7,61.2,M,M,M,47.9,38,28.7,40
1994,22.4,29.5,36.5,48.8,49.2,62.7,63.2,61,55.9,47.8,43.9,36,46.4
1995,27.7,24.9,40.5,47.4,54.6,59.3,65.5,65.2,56.9,49.1,32.5,25.5,45.8
1996,25.8,26.4,28.5,40.5,54.5,59.4,61.2,60.4,53.4,47,33.3,32.3,43.6
1997,26.8,33,40.3,39.1,45.7,55.9,63.5,58.8,54.7,45.6,32.2,30.8,43.9
1998,30.9,30.9,32.6,44.3,55.9,60.3,63.5,62.7,61.1,51,41.1,37.1,47.6
1999,31.4,30.7,29.6,47,52.4,59,64.2,62.6,56.2,47.1,42.6,32.7,46.3
2000,26.3,32.7,39.8,42.7,55.4,61.1,61,60.3,55,48.5,34.4,22.8,45
2001,25.5,33.8,29.1,46.5,53.8,58.6,61,62.3,53.8,45.2,44.9,35.7,45.9
2002,29.9,28.7,37.3,47.9,51.9,60.2,63.8,63.5,59.9,50.5,33.6,29.3,46.4
2003,20.3,28,40.3,46.3,52.8,56.8,61.9,62.8,55.6,46.2,46,27.4,45.4
2004,25.8,27,38.4,44.1,57.3,59.7,61.6,59.4,56.7,51.2,42.3,29.1,46
2005,31.1,30.2,31.5,44.2,49.7,59.1,64.5,63.7,59.1,48.1,40.4,27.2,45.7
2006,34.6,25.7,33.8,49.1,50.6,58.9,63.3,64.3,53.6,44.2,39.8,36.1,46.2
2007,29,23,41.6,41.5,55.8,60,60.5,67.1,59.7,51.7,38.1,35.7,47
2008,26.4,32.5,35.1,45.5,51.5,62.5,62.1,60.5,57.9,44.7,33.4,33.6,45.5
2009,25,27.8,38.4,43.8,52.9,60.6,59.2,62,55.9,47,41.7,27.7,45.2
2010,21.6,19.5,32.3,49.4,56.5,63.5,65.8,64.9,59.4,47.9,39.6,18.2,44.9
2011,22.4,32.1,37.5,48.1,54,63,65.4,62.7,57.1,44.7,41,35.2,46.9
2012,31.1,32.9,46,47,56.5,58.7,65.4,60.9,56.4,46.1,35.1,35.9,47.7
2013,33.1,26.5,25.6,43.2,50.5,59.4,62.2,60.4,56,47.3,34.9,34.6,44.5
2014,20.2,29.4,33.9,46.2,54.8,61.3,60.5,60.4,57.7,47.9,32.4,36.4,45.1
2015,26.3,20.1,38.1,46.2,55.7,62.7,63.5,61.8,57.4,48.8,42.5,43.7,47.2
2016,24.9,27.4,42.1,45.2,51.3,61.9,66,65.2,61.1,51.1,42,33,47.6
2017,33.9,36.3,35.3,50.6,52.8,59.6,64.2,61,55.8,50.6,40.7,30.4,47.6
2018,23.1,39.5,31.5,40,59.1,62.7,63.7,62.2,63,49.2,35.4,32.7,46.8
2019,27.7,37.8,33.9,46.6,58.1,59.3,64.5,62.6,62.4,51.6,35.7,35.9,48
2020,31.8,32,42.8,41.1,49,59.3,66.1,63.6,56.9,51,43.4,29.3,47.2
2021,28.2,30.6,40.2,43.5,51.3,59.7,63.5,64.1,56.7,51.8,35.9,41,47.2
2022,24.9,33,39,44.7,56.4,61.5,65.3,62.5,55.2,44.6,40.2,30.9,46.5
