Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
1993,M,M,M,M,M,M,M,M,M,M,M,M,M
1994,M,M,M,M,M,M,M,M,M,M,M,M,M
1995,M,M,M,M,M,M,M,M,M,M,M,M,M
1996,M,M,M,M,M,M,M,M,M,M,M,M,M
1997,M,M,M,M,M,M,M,M,M,M,M,M,M
1998,M,M,M,M,M,M,M,M,M,M,M,M,M
1999,M,M,M,M,M,M,M,M,M,M,M,M,M
2000,M,M,M,M,M,70.9,M,71.6,M,M,M,M,71.3
2001,M,M,M,M,M,69.1,M,M,M,M,M,M,69.1
2002,M,M,M,M,M,M,M,M,M,M,M,M,M
2003,M,M,M,M,M,M,M,M,M,M,54,37.9,46
2004,38.8,M,50.1,56.4,66.1,M,72.5,70.9,67.1,M,M,M,60.3
2005,M,M,46.2,54.7,60.1,70.4,74.9,74.3,69.7,59.4,49.2,36.6,59.6
2006,43.2,37.4,47.1,60.1,61.5,69.6,74.2,M,M,M,M,M,56.2
2007,39.7,35.4,53,52.9,64.9,71.2,72.3,77.4,70.2,61.8,46.5,43.7,57.4
2008,35.3,42.3,47.2,57.6,M,71.6,M,M,68.8,56.6,44,43.1,51.8
2009,36.4,39.1,49,54.7,64.9,72.3,71.1,M,M,M,M,M,55.4
2010,M,M,M,M,65.5,M,75.9,75.7,68,M,M,M,71.3
2011,32.6,41.7,50,57.7,63.1,72.2,M,73.1,66.7,53.9,48.4,M,55.9
2012,39.8,42.3,56.9,58.5,66.3,68.8,75.8,71.9,66.4,55.6,44.5,43,57.5
2013,42.3,38.7,39.8,54.8,61.4,69.9,72,71.4,67.2,58.2,44.6,41.7,55.2
2014,28.8,40.3,45.2,56,63.3,71.1,70.2,71,69.4,56.8,41.2,43.3,54.7
2015,35.5,31.3,49.3,56.9,65.6,71.7,73.6,71.8,67.8,57.7,51.4,50.2,56.9
2016,34.3,39.7,51.5,57.5,63.2,72.3,76,75.7,71.3,60.2,50.4,41.4,57.8
2017,43.1,46.7,47.5,60.7,63.3,69.1,73.8,71.7,65.6,58.5,49.9,39.9,57.5
2018,32.9,49.8,44.8,52.2,68.6,72,73.7,72,72.5,59.9,44.9,41.2,57
2019,38.6,46.6,46.4,58.1,67.5,68.9,73.7,73,71.8,61.2,44.8,44.2,57.9
2020,41.7,42.5,53.2,53.4,60.6,69.4,75,73.2,67.2,60,51.7,38,57.2
2021,39.3,40.9,51.2,53.9,61.5,69.8,72.5,73.4,66.2,59.8,44.4,48.2,56.8
2022,36,43.2,50.9,54.2,66.2,71.9,75.5,72.9,65.5,54,49.5,39.6,56.6
